,Source,Source City,Source Country,Target,Target City,Target Country,Weight
40301,DTW,Detroit,USA,LAN,Lansing,USA,2700
40302,DTW,Detroit,USA,MSN,Madison,USA,6380
40303,MEM,Memphis,USA,IND,Indianapolis,USA,3125
40304,MEM,Memphis,USA,LAX,Los Angeles,USA,18056
40305,MEM,Memphis,USA,SEA,Seattle,USA,9176
40306,MSP,Minneapolis/St Paul,USA,TUL,Tulsa,USA,4450
40308,MSP,Minneapolis/St Paul,USA,CLE,Cleveland,USA,10875
40309,MSP,Minneapolis/St Paul,USA,CVG,Cincinnati,USA,10168
40310,MSP,Minneapolis/St Paul,USA,CWA,Wausau,USA,4964
40311,MSP,Minneapolis/St Paul,USA,DCA,Washington,USA,6820
40312,MSP,Minneapolis/St Paul,USA,FNT,Flint,USA,2700
40313,DTW,Detroit,USA,GSO,Greensboro/High Point,USA,10120
40314,DTW,Detroit,USA,HPN,Westchester County,USA,1500
40316,DTW,Detroit,USA,MBS,Saginaw,USA,2200
40317,DTW,Detroit,USA,MDT,Harrisburg,USA,1550
40318,DTW,Detroit,USA,MKE,Milwaukee,USA,10560
40319,DTW,Detroit,USA,MSP,Minneapolis/St Paul,USA,400
40320,DTW,Detroit,USA,MYR,Myrtle Beach,USA,1375
40321,AZO,Kalamazoo,USA,DTW,Detroit,USA,5390
40322,BNA,Nashville,USA,MEM,Memphis,USA,3410
40323,BUF,Buffalo,USA,DTW,Detroit,USA,11250
40324,DSM,Des Moines,USA,DTW,Detroit,USA,2542
40325,DTW,Detroit,USA,ABE,Allentown/Bethlehem/Easton,USA,1054
40326,DTW,Detroit,USA,AZO,Kalamazoo,USA,2108
40327,DTW,Detroit,USA,AZO,Kalamazoo,USA,3050
40328,DTW,Detroit,USA,TOL,Toledo,USA,5100
40329,DTW,Detroit,USA,TVC,Traverse City,USA,4428
40331,ELM,Elmira/Corning,USA,DTW,Detroit,USA,2108
40332,FNT,Flint,USA,DTW,Detroit,USA,7544
40333,FOD,Fort Dodge,USA,MCW,Mason City,USA,2992
40334,MEM,Memphis,USA,BHM,Birmingham (US),USA,1500
40335,MEM,Memphis,USA,DTW,Detroit,USA,17205
40336,MEM,Memphis,USA,GPT,Gulfport/Biloxi,USA,6150
40337,MEM,Memphis,USA,IAH,Houston,USA,3410
40338,MEM,Memphis,USA,MGM,Montgomery,USA,1054
40339,MEM,Memphis,USA,MKE,Milwaukee,USA,3250
40340,MEM,Memphis,USA,MSP,Minneapolis/St Paul,USA,3080
40341,DTW,Detroit,USA,ORF,Norfolk,USA,3500
40342,DTW,Detroit,USA,PWM,Portland (US) ME,USA,2542
40343,DTW,Detroit,USA,SCE,State College,USA,4182
40344,DTW,Detroit,USA,SFO,San Francisco,USA,17205
40345,DTW,Detroit,USA,TUL,Tulsa,USA,1500
40346,MEM,Memphis,USA,TYS,Knoxville,USA,4600
40347,MEM,Memphis,USA,TYS,Knoxville,USA,2460
40348,MKE,Milwaukee,USA,MSP,Minneapolis/St Paul,USA,3750
40349,MSN,Madison,USA,MSP,Minneapolis/St Paul,USA,2542
40350,MSO,Missoula,USA,MSP,Minneapolis/St Paul,USA,3300
40351,MSP,Minneapolis/St Paul,USA,ABR,Aberdeen (US),USA,4998
40352,MSP,Minneapolis/St Paul,USA,ALB,Albany (US) NY,USA,3100
40355,ONT,Ontario,USA,MSP,Minneapolis/St Paul,USA,4736
40356,ORD,Chicago,USA,MEM,Memphis,USA,3848
40357,PIT,Pittsburgh,USA,DTW,Detroit,USA,9240
40359,MSP,Minneapolis/St Paul,USA,JAX,Jacksonville (US) FL,USA,3968
40360,MSP,Minneapolis/St Paul,USA,MEM,Memphis,USA,4440
40361,MSP,Minneapolis/St Paul,USA,MKE,Milwaukee,USA,2970
40362,MSP,Minneapolis/St Paul,USA,OMA,Omaha,USA,3500
40363,MSP,Minneapolis/St Paul,USA,ORF,Norfolk,USA,1550
40364,MSP,Minneapolis/St Paul,USA,PIA,Peoria,USA,2108
40365,MSP,Minneapolis/St Paul,USA,PWM,Portland (US) ME,USA,3100
40366,DTW,Detroit,USA,PHX,Phoenix,USA,13024
40367,DTW,Detroit,USA,SFO,San Francisco,USA,124
40368,DTW,Detroit,USA,SFO,San Francisco,USA,4440
40370,ERI,Erie,USA,DTW,Detroit,USA,5950
40371,EWR,New York,USA,DTW,Detroit,USA,6710
40372,EWR,New York,USA,MSP,Minneapolis/St Paul,USA,8880
40373,GEG,Spokane,USA,MSP,Minneapolis/St Paul,USA,4292
40374,GPZ,Grand Rapids (US) MN,USA,STC,St Cloud,USA,2108
40375,GSO,Greensboro/High Point,USA,DTW,Detroit,USA,10120
40376,RDU,Raleigh/Durham,USA,MEM,Memphis,USA,500
40377,STL,St Louis,USA,DTW,Detroit,USA,9790
40378,TUL,Tulsa,USA,MSP,Minneapolis/St Paul,USA,4450
40379,CMH,Columbus (US) OH,USA,DTW,Detroit,USA,125
40380,CMH,Columbus (US) OH,USA,MEM,Memphis,USA,3300
40381,DLH,Duluth/Superior,USA,MSP,Minneapolis/St Paul,USA,4588
40382,DTW,Detroit,USA,BOS,Boston,USA,5180
40383,DTW,Detroit,USA,CLT,Charlotte,USA,5625
40384,DTW,Detroit,USA,DSM,Des Moines,USA,2542
40385,DTW,Detroit,USA,ELM,Elmira/Corning,USA,3100
40386,DTW,Detroit,USA,HPN,Westchester County,USA,2970
40387,GFK,Grand Forks,USA,MSP,Minneapolis/St Paul,USA,3026
40388,GRB,Green Bay,USA,DTW,Detroit,USA,15070
40389,GRB,Green Bay,USA,MSP,Minneapolis/St Paul,USA,3000
40390,GRR,Grand Rapids (US) MI,USA,DTW,Detroit,USA,6125
40391,GSO,Greensboro/High Point,USA,MEM,Memphis,USA,3100
40392,IND,Indianapolis,USA,DTW,Detroit,USA,4440
40393,IND,Indianapolis,USA,MEM,Memphis,USA,3100
40394,INL,International Falls,USA,MSP,Minneapolis/St Paul,USA,5168
40396,MGM,Montgomery,USA,MEM,Memphis,USA,1054
40397,MKE,Milwaukee,USA,DTW,Detroit,USA,496
40399,DTW,Detroit,USA,AZO,Kalamazoo,USA,5390
40400,DTW,Detroit,USA,BUF,Buffalo,USA,11250
40402,EVV,Evansville,USA,DTW,Detroit,USA,1054
40403,EVV,Evansville,USA,MEM,Memphis,USA,3128
40404,FNT,Flint,USA,MSP,Minneapolis/St Paul,USA,2870
40405,GEG,Spokane,USA,MSP,Minneapolis/St Paul,USA,372
40406,MSP,Minneapolis/St Paul,USA,DFW,Dallas/Fort Worth,USA,17160
40407,MSP,Minneapolis/St Paul,USA,EWR,New York,USA,375
40408,MSP,Minneapolis/St Paul,USA,FLL,Fort Lauderdale,USA,3720
40409,MSP,Minneapolis/St Paul,USA,SJC,San Jose (US),USA,3720
40410,MSP,Minneapolis/St Paul,USA,STC,St Cloud,USA,4964
40413,MSY,New Orleans,USA,MEM,Memphis,USA,444
40414,LAN,Lansing,USA,DTW,Detroit,USA,10670
40415,LGA,New York,USA,MEM,Memphis,USA,4736
40417,LSE,La Crosse,USA,MSP,Minneapolis/St Paul,USA,3850
40418,DTW,Detroit,USA,GRR,Grand Rapids (US) MI,USA,2542
40419,DTW,Detroit,USA,IND,Indianapolis,USA,124
40420,DTW,Detroit,USA,MBS,Saginaw,USA,1500
40421,DTW,Detroit,USA,MBS,Saginaw,USA,2542
40422,DTW,Detroit,USA,MHT,Manchester (US),USA,11656
40423,DTW,Detroit,USA,MIA,Miami,USA,880
40424,DTW,Detroit,USA,MKE,Milwaukee,USA,3404
40426,HNL,Honolulu,USA,LAX,Los Angeles,USA,8370
40427,HPN,Westchester County,USA,DTW,Detroit,USA,1500
40428,IND,Indianapolis,USA,MSP,Minneapolis/St Paul,USA,5735
40429,LAX,Los Angeles,USA,HNL,Honolulu,USA,8370
40432,DTW,Detroit,USA,MYR,Myrtle Beach,USA,2200
40433,DTW,Detroit,USA,ROC,Rochester (US) NY,USA,12100
40434,DTW,Detroit,USA,SBN,South Bend,USA,5950
40435,DTW,Detroit,USA,STL,St Louis,USA,3750
40436,DTW,Detroit,USA,LEX,Lexington,USA,7626
40437,DTW,Detroit,USA,MBS,Saginaw,USA,375
40438,DTW,Detroit,USA,MCO,Orlando,USA,9176
40439,DTW,Detroit,USA,MKE,Milwaukee,USA,4000
40440,DTW,Detroit,USA,MSN,Madison,USA,148
40441,DTW,Detroit,USA,MSP,Minneapolis/St Paul,USA,14750
40442,DTW,Detroit,USA,MSY,New Orleans,USA,248
40443,GSP,Greenville (US) SC,USA,DTW,Detroit,USA,10230
40444,IAD,Washington,USA,DTW,Detroit,USA,750
40445,IND,Indianapolis,USA,DTW,Detroit,USA,12760
40446,LAN,Lansing,USA,DTW,Detroit,USA,2700
40447,MSP,Minneapolis/St Paul,USA,GFK,Grand Forks,USA,9680
40448,MSP,Minneapolis/St Paul,USA,GRR,Grand Rapids (US) MI,USA,3740
40449,MSP,Minneapolis/St Paul,USA,GSO,Greensboro/High Point,USA,2542
40450,MSP,Minneapolis/St Paul,USA,LAN,Lansing,USA,550
40451,MSP,Minneapolis/St Paul,USA,MBS,Saginaw,USA,2970
40452,MSP,Minneapolis/St Paul,USA,MDW,Chicago,USA,11470
40453,OKC,Oklahoma City,USA,DTW,Detroit,USA,2542
40454,OMA,Omaha,USA,MSP,Minneapolis/St Paul,USA,3750
40455,ORD,Chicago,USA,DTW,Detroit,USA,3720
40456,ORF,Norfolk,USA,MSP,Minneapolis/St Paul,USA,1550
40457,MCO,Orlando,USA,DTW,Detroit,USA,124
40458,MCO,Orlando,USA,MKE,Milwaukee,USA,4588
40459,MCO,Orlando,USA,MSP,Minneapolis/St Paul,USA,1512
40460,MCW,Mason City,USA,FOD,Fort Dodge,USA,2992
40461,MEM,Memphis,USA,BWI,Baltimore,USA,125
40462,MEM,Memphis,USA,DTW,Detroit,USA,9460
40463,LGA,New York,USA,MSP,Minneapolis/St Paul,USA,3968
40464,LGA,New York,USA,MSP,Minneapolis/St Paul,USA,4440
40466,LSE,La Crosse,USA,MSP,Minneapolis/St Paul,USA,3774
40467,LSE,La Crosse,USA,MSP,Minneapolis/St Paul,USA,2050
40468,MBS,Saginaw,USA,DTW,Detroit,USA,2200
40469,MCO,Orlando,USA,MEM,Memphis,USA,3875
40470,MDT,Harrisburg,USA,DTW,Detroit,USA,1550
40471,PIA,Peoria,USA,MSP,Minneapolis/St Paul,USA,2108
40472,PWM,Portland (US) ME,USA,MSP,Minneapolis/St Paul,USA,3100
40474,SEA,Seattle,USA,DTW,Detroit,USA,11470
40475,MSP,Minneapolis/St Paul,USA,FLL,Fort Lauderdale,USA,148
40476,MSP,Minneapolis/St Paul,USA,GRB,Green Bay,USA,10120
40477,MSP,Minneapolis/St Paul,USA,HNL,Honolulu,USA,8370
40478,FAR,Fargo,USA,MSP,Minneapolis/St Paul,USA,4375
40479,FSD,Sioux Falls,USA,MSP,Minneapolis/St Paul,USA,3026
40480,GRR,Grand Rapids (US) MI,USA,DTW,Detroit,USA,2542
40481,DTW,Detroit,USA,ORD,Chicago,USA,9625
40482,DTW,Detroit,USA,PVD,Providence,USA,14384
40483,DTW,Detroit,USA,RNO,Reno,USA,496
40484,DTW,Detroit,USA,SAN,San Diego,USA,4588
40485,DTW,Detroit,USA,SDF,Louisville,USA,782
40486,DTW,Detroit,USA,SDF,Louisville,USA,2542
40488,ELM,Elmira/Corning,USA,DTW,Detroit,USA,3100
40490,MSP,Minneapolis/St Paul,USA,MKE,Milwaukee,USA,3750
40491,MSP,Minneapolis/St Paul,USA,MSN,Madison,USA,2542
40492,MSP,Minneapolis/St Paul,USA,MSO,Missoula,USA,3410
40493,MSP,Minneapolis/St Paul,USA,OMA,Omaha,USA,1550
40494,MSP,Minneapolis/St Paul,USA,OMA,Omaha,USA,124
40495,MEM,Memphis,USA,GSO,Greensboro/High Point,USA,3100
40496,MEM,Memphis,USA,IND,Indianapolis,USA,5700
40497,MEM,Memphis,USA,MOB,Mobile,USA,5900
40498,MEM,Memphis,USA,STL,St Louis,USA,3000
40499,MEM,Memphis,USA,IAH,Houston,USA,5180
40500,MEM,Memphis,USA,MCO,Orlando,USA,500
40501,MEM,Memphis,USA,MKE,Milwaukee,USA,3960
40502,SJC,San Jose (US),USA,MSP,Minneapolis/St Paul,USA,3720
40504,STC,St Cloud,USA,MSP,Minneapolis/St Paul,USA,4964
40505,STL,St Louis,USA,MEM,Memphis,USA,110
40507,TPA,Tampa,USA,MEM,Memphis,USA,3750
40508,TYS,Knoxville,USA,DTW,Detroit,USA,6150
40512,MSP,Minneapolis/St Paul,USA,MEM,Memphis,USA,3410
40513,MSP,Minneapolis/St Paul,USA,RDU,Raleigh/Durham,USA,3520
40514,MSP,Minneapolis/St Paul,USA,RHI,Rhinelander,USA,4352
40515,MEM,Memphis,USA,CMH,Columbus (US) OH,USA,250
40516,MEM,Memphis,USA,DEN,Denver,USA,3996
40517,MEM,Memphis,USA,EVV,Evansville,USA,3128
40518,MEM,Memphis,USA,MLU,Monroe,USA,4216
40519,MEM,Memphis,USA,ORD,Chicago,USA,12980
40521,ICT,Wichita,USA,MEM,Memphis,USA,3100
40522,IND,Indianapolis,USA,DTW,Detroit,USA,4092
40523,GFK,Grand Forks,USA,TVF,Thief River Falls,USA,986
40524,GRB,Green Bay,USA,MSP,Minneapolis/St Paul,USA,4550
40525,GRR,Grand Rapids (US) MI,USA,MEM,Memphis,USA,2542
40529,OMA,Omaha,USA,MSP,Minneapolis/St Paul,USA,1550
40530,MIA,Miami,USA,DTW,Detroit,USA,7688
40531,MKE,Milwaukee,USA,MCO,Orlando,USA,4440
40532,MLI,Moline,USA,MSP,Minneapolis/St Paul,USA,4400
40533,MOB,Mobile,USA,MEM,Memphis,USA,5900
40534,MSP,Minneapolis/St Paul,USA,BIL,Billings,USA,13640
40535,MSP,Minneapolis/St Paul,USA,BNA,Nashville,USA,6820
40536,MEM,Memphis,USA,MSY,New Orleans,USA,1250
40537,MEM,Memphis,USA,OMA,Omaha,USA,3080
40538,MKE,Milwaukee,USA,DTW,Detroit,USA,7260
40539,MKE,Milwaukee,USA,MEM,Memphis,USA,6820
40540,MSP,Minneapolis/St Paul,USA,SEA,Seattle,USA,12765
40541,MSP,Minneapolis/St Paul,USA,STL,St Louis,USA,5084
40545,MIA,Miami,USA,MSP,Minneapolis/St Paul,USA,148
40546,MKE,Milwaukee,USA,BOS,Boston,USA,3700
40547,MKE,Milwaukee,USA,DCA,Washington,USA,3700
40548,MLU,Monroe,USA,MEM,Memphis,USA,4216
40550,MSN,Madison,USA,DTW,Detroit,USA,6710
40551,MSN,Madison,USA,MSP,Minneapolis/St Paul,USA,4092
40552,LAN,Lansing,USA,DTW,Detroit,USA,125
40553,LAS,Las Vegas,USA,MSP,Minneapolis/St Paul,USA,10952
40554,LAS,Las Vegas,USA,MSP,Minneapolis/St Paul,USA,11285
40555,LAX,Los Angeles,USA,MEM,Memphis,USA,3472
40556,LFT,Lafayette,USA,MEM,Memphis,USA,1550
40557,LIT,Little Rock,USA,MEM,Memphis,USA,4400
40558,MBS,Saginaw,USA,DTW,Detroit,USA,1500
40559,MBS,Saginaw,USA,DTW,Detroit,USA,2542
40560,MCW,Mason City,USA,MSP,Minneapolis/St Paul,USA,2992
40561,MEM,Memphis,USA,BNA,Nashville,USA,3410
40562,HPN,Westchester County,USA,DTW,Detroit,USA,2970
40563,HPN,Westchester County,USA,MSP,Minneapolis/St Paul,USA,4674
40565,JAC,Jackson (US) WY,USA,MSP,Minneapolis/St Paul,USA,3720
40566,SAT,San Antonio,USA,DTW,Detroit,USA,148
40567,MSP,Minneapolis/St Paul,USA,CVG,Cincinnati,USA,1500
40568,MSP,Minneapolis/St Paul,USA,DEN,Denver,USA,1116
40569,MSP,Minneapolis/St Paul,USA,DLH,Duluth/Superior,USA,9130
40570,MSP,Minneapolis/St Paul,USA,DSM,Des Moines,USA,110
40571,MSP,Minneapolis/St Paul,USA,GFK,Grand Forks,USA,3026
40572,MSP,Minneapolis/St Paul,USA,BIS,Bismarck,USA,3500
40573,MSP,Minneapolis/St Paul,USA,BOS,Boston,USA,8288
40574,MSP,Minneapolis/St Paul,USA,DAY,Dayton,USA,4650
40575,MSP,Minneapolis/St Paul,USA,DSM,Des Moines,USA,918
40576,MEM,Memphis,USA,CMH,Columbus (US) OH,USA,3190
40577,MEM,Memphis,USA,ICT,Wichita,USA,3100
40578,MEM,Memphis,USA,LAX,Los Angeles,USA,248
40579,MEM,Memphis,USA,LFT,Lafayette,USA,1550
40580,MEM,Memphis,USA,LIT,Little Rock,USA,4400
40581,MEM,Memphis,USA,OKC,Oklahoma City,USA,3100
40582,MEM,Memphis,USA,OMA,Omaha,USA,4600
40583,MEM,Memphis,USA,RDU,Raleigh/Durham,USA,6710
40584,PVD,Providence,USA,DTW,Detroit,USA,3850
40585,RDU,Raleigh/Durham,USA,MSP,Minneapolis/St Paul,USA,3520
40586,RHI,Rhinelander,USA,MSP,Minneapolis/St Paul,USA,4352
40587,MSP,Minneapolis/St Paul,USA,ALO,Waterloo,USA,3162
40588,MSP,Minneapolis/St Paul,USA,BWI,Baltimore,USA,250
40589,MSP,Minneapolis/St Paul,USA,FNT,Flint,USA,2870
40590,LAX,Los Angeles,USA,MSP,Minneapolis/St Paul,USA,13616
40591,LEX,Lexington,USA,DTW,Detroit,USA,7626
40592,MBS,Saginaw,USA,DTW,Detroit,USA,375
40593,MCI,Kansas City,USA,MSP,Minneapolis/St Paul,USA,11125
40594,MCO,Orlando,USA,DTW,Detroit,USA,17612
40595,MDT,Harrisburg,USA,MSP,Minneapolis/St Paul,USA,1550
40596,MEM,Memphis,USA,CHA,Chattanooga,USA,1054
40597,SEA,Seattle,USA,MEM,Memphis,USA,9176
40598,TPA,Tampa,USA,DTW,Detroit,USA,17205
40599,TVC,Traverse City,USA,DTW,Detroit,USA,1054
40600,MSP,Minneapolis/St Paul,USA,GRB,Green Bay,USA,3100
40601,MSP,Minneapolis/St Paul,USA,INL,International Falls,USA,5168
40603,MSP,Minneapolis/St Paul,USA,LSE,La Crosse,USA,3850
40604,MSP,Minneapolis/St Paul,USA,MCO,Orlando,USA,1512
40605,MSP,Minneapolis/St Paul,USA,MLI,Moline,USA,4400
40606,TYS,Knoxville,USA,MEM,Memphis,USA,4600
40607,TYS,Knoxville,USA,MEM,Memphis,USA,2460
40612,MSP,Minneapolis/St Paul,USA,EWR,New York,USA,4588
40613,MSP,Minneapolis/St Paul,USA,GEG,Spokane,USA,4144
40614,MSP,Minneapolis/St Paul,USA,IND,Indianapolis,USA,5365
40615,MSP,Minneapolis/St Paul,USA,LGA,New York,USA,124
40616,MSP,Minneapolis/St Paul,USA,LGA,New York,USA,9176
40617,MSP,Minneapolis/St Paul,USA,LSE,La Crosse,USA,3774
40618,MSP,Minneapolis/St Paul,USA,LSE,La Crosse,USA,2100
40619,MEM,Memphis,USA,TPA,Tampa,USA,6930
40622,MHT,Manchester (US),USA,DTW,Detroit,USA,11656
40623,MIA,Miami,USA,DTW,Detroit,USA,1320
40624,MKE,Milwaukee,USA,DTW,Detroit,USA,3404
40625,MSN,Madison,USA,MSP,Minneapolis/St Paul,USA,3100
40626,SBN,South Bend,USA,DTW,Detroit,USA,2142
40627,SEA,Seattle,USA,MSP,Minneapolis/St Paul,USA,12765
40628,SJC,San Jose (US),USA,DTW,Detroit,USA,3844
40631,STL,St Louis,USA,MSP,Minneapolis/St Paul,USA,5084
40634,MSP,Minneapolis/St Paul,USA,GEG,Spokane,USA,372
40635,MSP,Minneapolis/St Paul,USA,MSN,Madison,USA,6944
40636,MEM,Memphis,USA,GRR,Grand Rapids (US) MI,USA,2542
40637,MEM,Memphis,USA,MSL,Muscle Shoals,USA,2108
40638,MEM,Memphis,USA,OMA,Omaha,USA,375
40639,MEM,Memphis,USA,PFN,Panama City (US),USA,272
40640,MEM,Memphis,USA,SDF,Louisville,USA,6100
40641,MEM,Memphis,USA,SGF,Springfield (US) MO,USA,5084
40642,MSP,Minneapolis/St Paul,USA,ORD,Chicago,USA,21780
40643,MSP,Minneapolis/St Paul,USA,PDX,Portland (US) OR,USA,28675
40644,MSP,Minneapolis/St Paul,USA,STL,St Louis,USA,7250
40646,MSY,New Orleans,USA,DTW,Detroit,USA,185
40647,MSP,Minneapolis/St Paul,USA,PHL,Philadelphia,USA,13090
40648,MSP,Minneapolis/St Paul,USA,PVD,Providence,USA,200
40649,MSP,Minneapolis/St Paul,USA,RAP,Rapid City,USA,296
40650,MSP,Minneapolis/St Paul,USA,DLH,Duluth/Superior,USA,4588
40651,MSP,Minneapolis/St Paul,USA,FAR,Fargo,USA,4375
40652,MSP,Minneapolis/St Paul,USA,FSD,Sioux Falls,USA,3026
40655,MSP,Minneapolis/St Paul,USA,MSY,New Orleans,USA,6490
40656,MSP,Minneapolis/St Paul,USA,OKC,Oklahoma City,USA,5002
40657,MSP,Minneapolis/St Paul,USA,PIT,Pittsburgh,USA,9570
40658,MSP,Minneapolis/St Paul,USA,RAP,Rapid City,USA,2542
40659,MSP,Minneapolis/St Paul,USA,RST,Rochester (US) MN,USA,3740
40660,MSP,Minneapolis/St Paul,USA,RST,Rochester (US) MN,USA,1500
40661,MSP,Minneapolis/St Paul,USA,SBN,South Bend,USA,1550
40662,MKE,Milwaukee,USA,DTW,Detroit,USA,7250
40663,MSL,Muscle Shoals,USA,MEM,Memphis,USA,2108
40664,MSN,Madison,USA,MSP,Minneapolis/St Paul,USA,7000
40665,MSY,New Orleans,USA,MSP,Minneapolis/St Paul,USA,6490
40670,OKC,Oklahoma City,USA,MSP,Minneapolis/St Paul,USA,5002
40671,ORD,Chicago,USA,MEM,Memphis,USA,10010
40672,ORF,Norfolk,USA,DTW,Detroit,USA,3500
40674,ORD,Chicago,USA,MSP,Minneapolis/St Paul,USA,24530
40675,PDX,Portland (US) OR,USA,MSP,Minneapolis/St Paul,USA,28490
40676,PIT,Pittsburgh,USA,MSP,Minneapolis/St Paul,USA,6600
40677,PWM,Portland (US) ME,USA,DTW,Detroit,USA,2542
40678,RAP,Rapid City,USA,MSP,Minneapolis/St Paul,USA,2542
40679,RST,Rochester (US) MN,USA,MSP,Minneapolis/St Paul,USA,3740
40680,RST,Rochester (US) MN,USA,MSP,Minneapolis/St Paul,USA,1500
40681,SBN,South Bend,USA,MSP,Minneapolis/St Paul,USA,1550
40682,SCE,State College,USA,DTW,Detroit,USA,4182
40683,MSP,Minneapolis/St Paul,USA,SJC,San Jose (US),USA,9176
40684,MSP,Minneapolis/St Paul,USA,SNA,Santa Ana,USA,11532
40685,MSP,Minneapolis/St Paul,USA,TVC,Traverse City,USA,1734
40686,MSP,Minneapolis/St Paul,USA,TVC,Traverse City,USA,550
40687,MSY,New Orleans,USA,MEM,Memphis,USA,1375
40688,MYR,Myrtle Beach,USA,DTW,Detroit,USA,1375
40689,OMA,Omaha,USA,MEM,Memphis,USA,3190
40690,MSP,Minneapolis/St Paul,USA,LAS,Las Vegas,USA,6364
40691,MSP,Minneapolis/St Paul,USA,LAS,Las Vegas,USA,17205
40692,MSP,Minneapolis/St Paul,USA,MCW,Mason City,USA,2992
40693,MSP,Minneapolis/St Paul,USA,MSN,Madison,USA,3100
40694,MSP,Minneapolis/St Paul,USA,ORD,Chicago,USA,3720
40695,MSP,Minneapolis/St Paul,USA,PHL,Philadelphia,USA,9028
40696,MSP,Minneapolis/St Paul,USA,PIT,Pittsburgh,USA,4428
40697,MSP,Minneapolis/St Paul,USA,CLT,Charlotte,USA,10120
40698,MSP,Minneapolis/St Paul,USA,DTW,Detroit,USA,11500
40699,RIC,Richmond (US),USA,DTW,Detroit,USA,6820
40701,SFO,San Francisco,USA,DTW,Detroit,USA,11470
40702,TUL,Tulsa,USA,DTW,Detroit,USA,1500
40703,PHL,Philadelphia,USA,MSP,Minneapolis/St Paul,USA,9680
40704,PHX,Phoenix,USA,DTW,Detroit,USA,17612
40705,PVD,Providence,USA,MSP,Minneapolis/St Paul,USA,200
40706,RAP,Rapid City,USA,MSP,Minneapolis/St Paul,USA,296
40707,MSP,Minneapolis/St Paul,USA,PIT,Pittsburgh,USA,400
40708,MSP,Minneapolis/St Paul,USA,RIC,Richmond (US),USA,3050
40709,MYR,Myrtle Beach,USA,DTW,Detroit,USA,2200
40710,MSP,Minneapolis/St Paul,USA,GRB,Green Bay,USA,4550
40711,MSP,Minneapolis/St Paul,USA,HPN,Westchester County,USA,4674
40712,MSP,Minneapolis/St Paul,USA,JAC,Jackson (US) WY,USA,3844
40713,MSP,Minneapolis/St Paul,USA,LAN,Lansing,USA,2600
40714,MSP,Minneapolis/St Paul,USA,LAX,Los Angeles,USA,9028
40715,MSP,Minneapolis/St Paul,USA,MCI,Kansas City,USA,14750
40716,MSP,Minneapolis/St Paul,USA,MDT,Harrisburg,USA,1550
40717,STL,St Louis,USA,MEM,Memphis,USA,3000
40718,STL,St Louis,USA,MSP,Minneapolis/St Paul,USA,3875
40719,TOL,Toledo,USA,DTW,Detroit,USA,5100
40720,TVC,Traverse City,USA,DTW,Detroit,USA,4428
40724,SFO,San Francisco,USA,DTW,Detroit,USA,124
40725,SFO,San Francisco,USA,DTW,Detroit,USA,4440
40726,SJC,San Jose (US),USA,MSP,Minneapolis/St Paul,USA,9176
40727,SNA,Santa Ana,USA,MSP,Minneapolis/St Paul,USA,11532
40729,STC,St Cloud,USA,GPZ,Grand Rapids (US) MN,USA,2108
40730,OKC,Oklahoma City,USA,MEM,Memphis,USA,3100
40731,OMA,Omaha,USA,MEM,Memphis,USA,4600
40732,PHL,Philadelphia,USA,MSP,Minneapolis/St Paul,USA,9176
40733,PIT,Pittsburgh,USA,MSP,Minneapolis/St Paul,USA,6970
40734,RDU,Raleigh/Durham,USA,MEM,Memphis,USA,9680
40735,MSP,Minneapolis/St Paul,USA,MSN,Madison,USA,3875
40736,MSP,Minneapolis/St Paul,USA,PHX,Phoenix,USA,372
40737,MSP,Minneapolis/St Paul,USA,RDU,Raleigh/Durham,USA,7564
40738,MSP,Minneapolis/St Paul,USA,SFO,San Francisco,USA,4440
40739,MSP,Minneapolis/St Paul,USA,SFO,San Francisco,USA,28675
40740,TVC,Traverse City,USA,MSP,Minneapolis/St Paul,USA,1734
40741,TVC,Traverse City,USA,MSP,Minneapolis/St Paul,USA,550
40744,RIC,Richmond (US),USA,MSP,Minneapolis/St Paul,USA,3050
40745,ROC,Rochester (US) NY,USA,DTW,Detroit,USA,12100
40746,SBN,South Bend,USA,DTW,Detroit,USA,5950
40748,STL,St Louis,USA,DTW,Detroit,USA,7125
40749,MSP,Minneapolis/St Paul,USA,TPA,Tampa,USA,3224
40751,MSY,New Orleans,USA,DTW,Detroit,USA,248
40755,TPA,Tampa,USA,MEM,Memphis,USA,6930
40758,OMA,Omaha,USA,MEM,Memphis,USA,125
40759,ORD,Chicago,USA,DTW,Detroit,USA,12750
40760,PDX,Portland (US) OR,USA,MSP,Minneapolis/St Paul,USA,148
40761,PFN,Panama City (US),USA,MEM,Memphis,USA,272
40762,PHX,Phoenix,USA,MSP,Minneapolis/St Paul,USA,4216
40763,PVD,Providence,USA,DTW,Detroit,USA,14632
40764,RDU,Raleigh/Durham,USA,MSP,Minneapolis/St Paul,USA,7564
40765,RNO,Reno,USA,DTW,Detroit,USA,496
40766,SAN,San Diego,USA,DTW,Detroit,USA,9176
40767,AUS,Austin,USA,MEM,Memphis,USA,1550
40768,SDF,Louisville,USA,DTW,Detroit,USA,782
40769,SDF,Louisville,USA,DTW,Detroit,USA,2542
40770,SDF,Louisville,USA,MEM,Memphis,USA,6100
40771,SFO,San Francisco,USA,MSP,Minneapolis/St Paul,USA,4292
40772,SFO,San Francisco,USA,MSP,Minneapolis/St Paul,USA,34595
40773,SGF,Springfield (US) MO,USA,MEM,Memphis,USA,5084
