,Source,Source City,Source Country,Target,Target City,Target Country,Weight
14071,NKG,Nanjing,China,PEK,Beijing,China,2898
14072,PEK,Beijing,China,HAK,Haikou,China,3726
14075,PEK,Beijing,China,INC,Yinchuan,China,4278
14077,PEK,Beijing,China,NKG,Nanjing,China,2898
14078,PEK,Beijing,China,SWA,Shantou,China,610
14079,PEK,Beijing,China,SWA,Shantou,China,3588
14080,PEK,Beijing,China,YNJ,Yanji,China,1104
14082,SHA,Shanghai,China,TSN,Tianjin,China,10902
14083,SWA,Shantou,China,PEK,Beijing,China,610
14084,SWA,Shantou,China,PEK,Beijing,China,3588
14087,TSN,Tianjin,China,SHA,Shanghai,China,10902
14088,XIY,Xi'an,China,CKG,Chongqing,China,610
14089,YNJ,Yanji,China,PEK,Beijing,China,1104
14090,ZHA,Zhanjiang,China,KWE,Guiyang,China,1152
14093,GCI,Guernsey,United Kingdom,SOU,Southampton,United Kingdom,1242
14094,EDI,Edinburgh,United Kingdom,LCY,London (GB),United Kingdom,6913
14095,LCY,London (GB),United Kingdom,EDI,Edinburgh,United Kingdom,6913
14096,DND,Dundee,United Kingdom,LCY,London (GB),United Kingdom,3286
14097,LCY,London (GB),United Kingdom,DND,Dundee,United Kingdom,3286
14098,CNJ,Cloncurry,Australia,ISA,Mount Isa,Australia,95
14099,CNJ,Cloncurry,Australia,TSV,Townsville,Australia,952
14100,ISA,Mount Isa,Australia,CNJ,Cloncurry,Australia,190
14101,TSV,Townsville,Australia,CNJ,Cloncurry,Australia,476
14102,BNE,Brisbane,Australia,TSV,Townsville,Australia,170
14103,BVI,Birdsville,Australia,WNR,Windorah,Australia,171
14104,CNS,Cairns,Australia,LZR,Lizard Island,Australia,1116
14105,LZR,Lizard Island,Australia,CNS,Cairns,Australia,1116
14106,CNS,Cairns,Australia,KWM,Kowanyama,Australia,190
14107,HGD,Hughenden,Australia,RCM,Richmond (AU),Australia,247
14108,KWM,Kowanyama,Australia,CNS,Cairns,Australia,247
14109,RCM,Richmond (AU),Australia,HGD,Hughenden,Australia,247
14110,ULP,Quilpie,Australia,WNR,Windorah,Australia,171
14111,WNR,Windorah,Australia,ULP,Quilpie,Australia,171
14112,WNR,Windorah,Australia,BVI,Birdsville,Australia,171
14113,BUC,Burketown,Australia,DMD,Doomadgee Mission,Australia,171
14114,DMD,Doomadgee Mission,Australia,BUC,Burketown,Australia,190
14115,BUC,Burketown,Australia,ONG,Mornington Island,Australia,190
14116,CNS,Cairns,Australia,TSV,Townsville,Australia,171
14117,ONG,Mornington Island,Australia,BUC,Burketown,Australia,171
14118,TSV,Townsville,Australia,CNS,Cairns,Australia,95
14119,BNE,Brisbane,Australia,CTL,Charleville,Australia,171
14120,CTL,Charleville,Australia,BNE,Brisbane,Australia,171
